,code,current,name,gender,country_name,nationality,height,weight,disciplines,events,birth_date,birth_country,residence_country,occupation,events_nb,disciplines_nb,Age,country_code,sport_family,Student,Employed,sport_group,code_athlete,Bronze Medal,Silver Medal,Gold Medal,medals_number,nb_days_medal,nb_discipline_medal,nb_event_medal,team_nb_medal
123,1927630,True,KANG Eunseo,Female,Korea,Korea,169.0,,Handball,Women,1999-03-04,Korea,Korea,Athlete,1,1,25,,Handball,0,0,Team Sports,,,,,,,,,
124,1927633,True,KIM Dayoung,Female,Korea,Korea,170.0,,Handball,Women,1996-09-16,Korea,Korea,Athlete,1,1,28,,Handball,0,0,Team Sports,,,,,,,,,
125,1927647,True,LEE Minji,Female,Korea,Korea,174.0,,Handball,Women,2000-04-12,,Korea,Athlete,1,1,24,,Handball,0,0,Team Sports,,,,,,,,,
126,1927652,True,PARK Saeyoung,Female,Korea,Korea,176.0,,Handball,Women,1994-08-11,Korea,Korea,Athlete,1,1,30,,Handball,0,0,Team Sports,,,,,,,,,
127,1927657,True,SHIN Eunjoo,Female,Korea,Korea,170.0,,Handball,Women,1993-09-09,Korea,Korea,Athlete,1,1,31,,Handball,0,0,Team Sports,,,,,,,,,
128,1927658,True,SHIN Jinmi,Female,Korea,Korea,167.0,,Handball,Women,1998-06-23,,Korea,Athlete,1,1,26,,Handball,0,0,Team Sports,,,,,,,,,
129,1927660,True,SONG Haeri,Female,Korea,Korea,173.0,,Handball,Women,1997-10-02,,Korea,Athlete,1,1,27,,Handball,0,0,Team Sports,,,,,,,,,
130,1927663,True,SONG Jiyoung,Female,Korea,Korea,164.0,,Handball,Women,1996-05-05,,Korea,Athlete,1,1,28,,Handball,0,0,Team Sports,,,,,,,,,
131,1894541,True,CENTENO NIEVES Edilio Francisco,Male,EOR,Venezuela,,,Shooting,10m Air Pistol Men,1980-10-27,Venezuela,Mexico,"Graduated in 2014 with a Bachelor's degree in Psychology from the Yacambu University (Lara, VEN)",1,1,44,,Shooting,0,1,Precision Sports,,,,,,,,,
132,1894561,True,SOLOMON Luna,Female,EOR,Eritrea,,,Shooting,10m Air Rifle Women,1994-01-01,Eritrea,Switzerland,Athlete,1,1,30,,Shooting,0,0,Precision Sports,,,,,,,,,
133,1893875,True,IM Hana,Female,Korea,Korea,,,Shooting,50m Rifle 3Positions Women,2000-01-01,Korea,Korea,,1,1,24,,Shooting,0,0,Precision Sports,,,,,,,,,
134,1893894,True,KANG Geeeun,Female,Korea,Korea,,,Shooting,Trap Women,1990-10-15,Korea,Korea,Athlete,1,1,34,,Shooting,0,0,Precision Sports,,,,,,,,,
135,1893921,True,KIM Minsu,Male,Korea,Korea,,,Shooting,"Skeet Men,Skeet Mixed Team",2000-09-23,Korea,Korea,"Athlete, soldier",2,1,24,,Shooting,0,1,Precision Sports,,,,,,,,,
136,1893942,True,LEE Bo Na,Female,Korea,Korea,,,Shooting,Trap Women,1981-07-22,Korea,Korea,Athlete,1,1,43,,Shooting,0,0,Precision Sports,,,,,,,,,
137,1893944,True,LEE Eunseo,Female,Korea,Korea,,,Shooting,50m Rifle 3Positions Women,1993-12-19,Korea,Korea,Athlete,1,1,30,,Shooting,0,0,Precision Sports,,,,,,,,,
138,1893958,True,LEE Wonho,Male,Korea,Korea,,,Shooting,"10m Air Pistol Men,10m Air Pistol Mixed Team",1999-08-15,Korea,Korea,Athlete,2,1,25,,Shooting,0,0,Precision Sports,,,,,,,,,
139,1893991,True,SONG Jong-Ho,Male,Korea,Korea,,,Shooting,25m Rapid Fire Pistol Men,1990-03-01,Korea,Korea,Athlete,1,1,34,,Shooting,0,0,Precision Sports,,,,,,,,,
140,1538421,True,ROSTAMIYAN Haniyeh,Female,IR Iran,IR Iran,,,Shooting,"10m Air Pistol Women,25m Pistol Women",1998-09-11,IR Iran,IR Iran,Athlete,2,1,26,,Shooting,0,0,Precision Sports,,,,,,,,,
141,1892059,True,PIATROVA Aliaksandra,Female,AIN,Belarus,,,Shooting,25m Pistol Women,2005-06-05,,,,1,1,19,,Shooting,0,0,Precision Sports,,,,,,,,,
142,2420628,True,CHUPRYS Darya,Female,AIN,Belarus,,,Shooting,50m Rifle 3Positions Women,2007-09-03,,Belarus,,1,1,17,,Shooting,0,0,Precision Sports,,,,,,,,,
143,1538436,True,AMINI POZVEH Fatemeh,Female,IR Iran,IR Iran,,,Shooting,10m Air Rifle Women,2000-10-05,,,,1,1,24,,Shooting,0,0,Precision Sports,,,,,,,,,
144,1894545,True,ABAROGE Farida,Female,EOR,Ethiopia,,,Athletics,Womens 1500m,1994-01-01,Ethiopia,France,"Athlete, order picker",1,1,30,,Athletics,0,1,Athletics,,,,,,,,,
145,1894570,True,ALSALAMI Mohammad Amin,Male,EOR,Syria,,,Athletics,Mens Long Jump,1994-07-25,Syria,Germany,Athlete,1,1,30,,Athletics,0,0,Athletics,,,,,,,,,
146,4974188,True,LOBALU Dominic Lokinyomo,Male,EOR,South Sudan,,,Athletics,Mens 5000m,1998-08-16,South Sudan,Switzerland,Athlete,1,1,26,,Athletics,0,0,Athletics,,,,,,,,,
147,1537010,True,NGOYE Natacha,Female,Congo,Congo,168.0,,Athletics,Womens 100m,1993-08-15,Congo,France,Athlete,1,1,31,,Athletics,0,0,Athletics,,,,,,,,,
148,1902608,True,CHOE Byeongkwang,Male,Korea,Korea,185.0,,Athletics,Mens 20km Race Walk,1991-04-07,Korea,Korea,Athlete,1,1,33,,Athletics,0,0,Athletics,,,,,,,,,
149,1902674,True,WOO Sanghyeok,Male,Korea,Korea,188.0,,Athletics,Mens High Jump,1996-04-23,Korea,Korea,Athlete,1,1,28,,Athletics,0,0,Athletics,,,,,,,,,
150,1536683,True,FASIHI Farzaneh,Female,IR Iran,IR Iran,161.0,,Athletics,Womens 100m,1993-01-03,IR Iran,IR Iran,Athlete,1,1,31,,Athletics,0,0,Athletics,,,,,,,,,
151,1536701,True,TAFTIAN Hassan,Male,IR Iran,IR Iran,182.0,,Athletics,Mens 100m,1993-05-04,IR Iran,,Athlete,1,1,31,,Athletics,0,0,Athletics,,,,,,,,,
152,1950930,True,PHA APHAY Silina,Female,Lao PDR,Lao PDR,160.0,,Athletics,Womens 100m,1996-03-29,Lao PDR,Lao PDR,,1,1,28,,Athletics,0,0,Athletics,,,,,,,,,
153,1567649,True,BRATHWAITE Rikkoi,Male,"Virgin Islands, B",Great Britain,175.0,,Athletics,Mens 100m,1999-02-13,"Virgin Islands, B",United States,Athlete,1,1,25,,Athletics,0,0,Athletics,,,,,,,,,
154,1567765,True,McMASTER Kyron,Male,"Virgin Islands, B",Great Britain,185.0,,Athletics,Mens 400m Hurdles,1997-01-03,"Virgin Islands, B",United States,Athlete,1,1,27,,Athletics,0,0,Athletics,,,,,,,,,
155,1545302,True,GARCIA Eduardo Terrance,Male,"Virgin Islands, US",United States,180.0,,Athletics,Mens Marathon,1992-11-20,United States,United States,"Athlete, assistant retail manager",1,1,32,,Athletics,0,1,Athletics,,,,,,,,,
156,1933377,True,PEZER Mesud,Male,Bosnia & Herzegovina,Bosnia & Herzegovina,198.0,,Athletics,Mens Shot Put,1994-08-27,Bosnia & Herzegovina,Bosnia & Herzegovina,Athlete,1,1,30,,Athletics,0,0,Athletics,,,,,,,,,
157,1963875,True,MALONEY Shafiqua,Female,StVincent&Grenadines,StVincent&Grenadines,167.0,,Athletics,Womens 800m,1999-02-27,StVincent&Grenadines,United States,Athlete,1,1,25,,Athletics,0,0,Athletics,,,,,,,,,
158,1894539,True,KELETELA Dorian,Male,EOR,DR Congo,173.0,,Athletics,Mens 100m,1999-02-06,,France,"Athlete, part-time salesman at his sponsor's shoes and apparel store",1,1,25,,Athletics,0,1,Athletics,,,,,,,,,
159,1894550,True,EISA MOHAMMED Jamal Abdelmaji,Male,EOR,Sudan,178.0,,Athletics,"Mens 10,000m",1993-08-25,Sudan,Israel,Athlete,2,1,31,,Athletics,0,0,Athletics,,,,,,,,,
160,1894574,True,SULIMAN Musa,Male,EOR,Sudan,182.0,,Athletics,Mens 800m,2004-06-15,Sudan,Switzerland,,1,1,20,,Athletics,0,0,Athletics,,,,,,,,,
161,1894588,True,GABRIYESOS Tachlowini,Male,EOR,Eritrea,174.0,,Athletics,Mens Marathon,1998-01-01,Eritrea,Israel,Athlete,1,1,26,,Athletics,0,0,Athletics,,,,,,,,,
162,1902635,True,KIM Jangwoo,Male,Korea,Korea,183.0,,Athletics,Mens Triple Jump,1999-08-20,Korea,Korea,Armed Forces Athletic Corps,1,1,25,,Athletics,0,1,Athletics,,,,,,,,,
163,1966034,True,MULAMBA Dominique Lasconi,Male,DR Congo,DR Congo,189.0,,Athletics,Mens 100m,2001-10-22,DR Congo,,Athlete,1,1,23,,Athletics,0,0,Athletics,,,,,,,,,
164,1980122,True,HAN Il Ryong,Male,DPR Korea,DPR Korea,158.0,,Athletics,Mens Marathon,2000-04-29,DPR Korea,DPR Korea,Athlete,1,1,24,,Athletics,0,0,Athletics,,,,,,,,,
165,4674332,True,TOUMANDJI Herve,Male,Centr Afric Re,Centr Afric Re,183.0,,Athletics,Mens 100m,1994-06-23,Centr Afric Re,France,,1,1,30,,Athletics,0,0,Athletics,,,,,,,,,
166,1539540,True,ALLERS-LIBURD Zahria,Female,St Kitts and Nevis,St Kitts and Nevis,170.0,,Athletics,Womens 100m,2002-03-06,,United States,Athlete,1,1,22,,Athletics,0,0,Athletics,,,,,,,,,
167,1541468,True,SEMEDO Gorete,Female,Sao Tome & Principe,Sao Tome & Principe,168.0,,Athletics,Womens 100m,1996-10-05,Sao Tome & Principe,Portugal,Athlete,1,1,28,,Athletics,0,0,Athletics,,,,,,,,,
168,1963862,True,ROBAN Handal,Male,StVincent&Grenadines,StVincent&Grenadines,180.0,,Athletics,Mens 800m,2002-09-05,StVincent&Grenadines,United States,Athlete,1,1,22,,Athletics,0,0,Athletics,,,,,,,,,
169,1894540,True,YAVARIVAFA Dorsa,Female,EOR,IR Iran,165.0,,Badminton,Womens Singles,2003-07-31,IR Iran,Great Britain,,1,1,21,,Badminton,0,0,Racket Sports,,,,,,,,,
170,1891499,True,BAEK Ha Na,Female,Korea,Korea,162.0,,Badminton,Womens Doubles,2000-09-22,Korea,Korea,,1,1,24,,Badminton,0,0,Racket Sports,,,,,,,,,
171,1891500,True,CHAE Yu Jung,Female,Korea,Korea,162.0,,Badminton,Mixed Doubles,1995-05-09,Korea,Korea,Athlete,1,1,29,,Badminton,0,0,Racket Sports,,,,,,,,,
172,1891501,True,JEON Hyeok Jin,Male,Korea,Korea,177.0,,Badminton,Mens Singles,1995-06-13,Korea,Korea,Athlete,1,1,29,,Badminton,0,0,Racket Sports,,,,,,,,,
173,1891503,True,KANG Min Hyuk,Male,Korea,Korea,183.0,,Badminton,Mens Doubles,1999-02-17,Korea,Korea,,1,1,25,,Badminton,0,0,Racket Sports,,,,,,,,,
174,1891504,True,KIM Ga Eun,Female,Korea,Korea,172.0,,Badminton,Womens Singles,1998-02-07,Korea,Korea,Athlete,1,1,26,,Badminton,0,0,Racket Sports,,,,,,,,,
175,1891506,True,KIM So Yeong,Female,Korea,Korea,173.0,,Badminton,Womens Doubles,1992-07-09,Korea,Korea,Athlete,1,1,32,,Badminton,0,0,Racket Sports,,,,,,,,,
176,1891508,True,KONG Hee Yong,Female,Korea,Korea,166.0,,Badminton,Womens Doubles,1996-12-11,Korea,Korea,Athlete,1,1,27,,Badminton,0,0,Racket Sports,,,,,,,,,
177,1891510,True,LEE So Hee,Female,Korea,Korea,171.0,,Badminton,Womens Doubles,1994-06-14,Korea,Korea,Athlete,1,1,30,,Badminton,0,0,Racket Sports,,,,,,,,,
178,1891511,True,SEO Seung Jae,Male,Korea,Korea,182.0,,Badminton,"Mens Doubles,Mixed Doubles",1997-09-04,Korea,,Athlete,2,1,27,,Badminton,0,0,Racket Sports,,,,,,,,,
179,1894556,True,MEHDIPOURNEJAD Kasra,Male,EOR,IR Iran,,,Taekwondo,Men+80kg,1992-12-26,IR Iran,Germany,Athlete,1,1,31,,Taekwondo,0,0,Combat Sports,,,,,,,,,
180,1968744,True,MANSOURI Farzad,Male,EOR,Afghanistan,,,Taekwondo,Men - 80kg,2002-03-19,Afghanistan,Great Britain,Athlete,1,1,22,,Taekwondo,0,0,Combat Sports,,,,,,,,,
181,1919675,True,GURTSIEV Georgiy,Male,AIN,Belarus,,,Taekwondo,Men - 58kg,2000-10-16,,,,1,1,24,,Taekwondo,0,0,Combat Sports,,,,,,,,,
182,1894538,True,POURYOUNES LANGEROUDI Dina,Female,EOR,IR Iran,,,Taekwondo,Women - 49kg,1992-01-01,IR Iran,Netherlands,Athlete,1,1,32,,Taekwondo,0,0,Combat Sports,,,,,,,,,
183,1894590,True,AL GHOTANY Yahya,Male,EOR,Syria,,,Taekwondo,Men - 68kg,2003-08-09,Syria,Jordan,,1,1,21,,Taekwondo,0,0,Combat Sports,,,,,,,,,
184,1904041,True,SEO Geonwoo,Male,Korea,Korea,,,Taekwondo,Men - 80kg,2003-12-20,,,Athlete,1,1,20,,Taekwondo,0,0,Combat Sports,,,,,,,,,
185,1879786,True,KADZIMAHAMEDAU Mahamedkhabib,Male,AIN,Belarus,,,Wrestling,Mens Freestyle 74kg,1994-05-26,Russian Federation,Russian Federation,,1,1,30,,Wrestling,0,0,Combat Sports,,,,,,,,,
186,1544831,True,EMAMICHOGHAEI Yones,Male,IR Iran,IR Iran,,,Wrestling,Mens Freestyle 74kg,1997-03-30,IR Iran,,Athlete,1,1,27,,Wrestling,0,0,Combat Sports,,,,,,,,,
187,1544881,True,KAVIYANINEJAD Amin,Male,IR Iran,IR Iran,,,Wrestling,Mens Greco-Roman 77kg,1998-11-22,IR Iran,,Athlete,1,1,26,,Wrestling,0,0,Combat Sports,,,,,,,,,
188,1544894,True,MOHSEN NEJAD Mehdi,Male,IR Iran,IR Iran,,,Wrestling,Mens Greco-Roman 60kg,1998-12-09,IR Iran,IR Iran,,1,1,25,,Wrestling,0,0,Combat Sports,,,,,,,,,
189,1894549,True,MAHDAVI Iman,Male,EOR,IR Iran,,,Wrestling,Mens Freestyle 74kg,1995-02-12,IR Iran,Italy,Athlete,1,1,29,,Wrestling,0,0,Combat Sports,,,,,,,,,
190,1891025,True,KIM Seungjun,Male,Korea,Korea,,,Wrestling,Mens Greco-Roman 97kg,1994-09-12,,,Athlete,1,1,30,,Wrestling,0,0,Combat Sports,,,,,,,,,
191,1891032,True,LEE Hanbit,Female,Korea,Korea,,,Wrestling,Womens Freestyle 62kg,1994-12-23,,,Athlete,1,1,29,,Wrestling,0,0,Combat Sports,,,,,,,,,
192,1891034,True,LEE Seungchan,Male,Korea,Korea,,,Wrestling,Mens Greco-Roman 130kg,1995-11-09,,,Athlete,1,1,29,,Wrestling,0,0,Combat Sports,,,,,,,,,
193,1543085,True,SARLAK Alireza,Male,IR Iran,IR Iran,,,Wrestling,Mens Freestyle 57kg,1997-04-30,,,,1,1,27,,Wrestling,0,0,Combat Sports,,,,,,,,,
194,1980152,True,PAK Sol Gum,Female,DPR Korea,DPR Korea,,,Wrestling,Womens Freestyle 68kg,2005-11-02,,,Athlete,1,1,19,,Wrestling,0,0,Combat Sports,,,,,,,,,
195,1968743,True,TALASH,Female,EOR,Afghanistan,,,Breaking,B-Girls,2002-12-22,Afghanistan,Spain,,1,1,21,,DanceSport,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
196,1568048,True,HONGTEN,Male,Korea,Korea,,,Breaking,B-Boys,1984-12-27,Korea,,,1,1,39,,DanceSport,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
197,4969026,True,HWANG Young Shik,Male,Korea,Korea,,,Equestrian,Dressage Individual,1990-11-13,Korea,Korea,Athlete,1,1,34,,Equestrian,0,0,Equestrian Sports,,,,,,,,,
198,1535693,True,AL MARZOOQI Omar Abdul Aziz,Male,UA Emirates,UA Emirates,,,Equestrian,"Jumping Individual,Jumping Team",2003-03-28,,UA Emirates,,2,1,21,,Equestrian,0,0,Equestrian Sports,,,,,,,,,
199,1887788,True,AL MARRI Abdullah Mohd,Male,UA Emirates,UA Emirates,,,Equestrian,"Jumping Individual,Jumping Team",1984-06-22,,,,2,1,40,,Equestrian,0,0,Equestrian Sports,,,,,,,,,
200,1887827,True,AL SUWAIDI Salim Ahmed,Male,UA Emirates,UA Emirates,,,Equestrian,"Jumping Individual,Jumping Team",1988-07-22,,,Athlete,2,1,36,,Equestrian,0,0,Equestrian Sports,,,,,,,,,
201,1980201,True,BLADTCEVA Anzhela,Female,AIN,Russian Federation,,,Trampoline Gymnastics,Women,2005-07-23,Russian Federation,Russian Federation,Athlete,1,1,19,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
202,1940549,True,EOM Dohyun,Female,Korea,Korea,,,Artistic Gymnastics,"Women,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",2003-02-26,Korea,Korea,Athlete,6,1,21,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
203,1940554,True,LEE Dayeong,Female,Korea,Korea,,,Artistic Gymnastics,"Women,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",2004-12-28,Korea,Korea,Athlete,6,1,19,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
204,1940555,True,LEE Junho,Male,Korea,Korea,,,Artistic Gymnastics,"Men,Mens All-Around,Mens Floor Exercise,Mens Horizontal Bar,Mens Parallel Bars,Mens Pommel Horse,Mens Rings,Mens Vault",1995-10-22,Korea,Korea,Athlete,8,1,29,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
205,1940556,True,LEE Yunseo,Female,Korea,Korea,,,Artistic Gymnastics,"Women,Womens All-Around,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",2003-03-05,Korea,Korea,Athlete,7,1,21,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
206,1940560,True,RYU Sunghyun,Male,Korea,Korea,,,Artistic Gymnastics,"Men,Mens Floor Exercise",2002-10-22,Korea,Korea,Athlete,2,1,22,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
207,1940562,True,SHIN Solyi,Female,Korea,Korea,,,Artistic Gymnastics,"Women,Womens All-Around,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",2004-07-14,Korea,Korea,Athlete,7,1,20,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
208,1538648,True,OLFATI Mahdi,Male,IR Iran,IR Iran,,,Artistic Gymnastics,"Men,Mens Vault",2001-03-06,IR Iran,IR Iran,Athlete,2,1,23,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
209,1980135,True,AN Chang Ok,Female,DPR Korea,DPR Korea,,,Artistic Gymnastics,"Women,Womens Floor Exercise,Womens Uneven Bars,Womens Vault",2003-04-23,DPR Korea,DPR Korea,,4,1,21,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
210,1940551,True,HUR Woong,Male,Korea,Korea,,,Artistic Gymnastics,"Men,Mens Pommel Horse",1999-12-18,,Korea,Athlete,2,1,24,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
211,1958422,True,PHILAPHANDETH Praewa Misato,Female,Lao PDR,Lao PDR,,,Rhythmic Gymnastics,Individual All-Around,2004-12-06,,,Athlete,1,1,19,,Gymnastics,0,0,Gymnastics & Acrobatic Sports,,,,,,,,,
212,1547690,True,IDOWU Saheed,Male,Congo,Congo,,,Table Tennis,Mens Singles,1990-01-03,Congo,,,1,1,34,,Table Tennis,0,0,Racket Sports,,,,,,,,,
213,1936418,True,JANG Woojin,Male,Korea,Korea,,,Table Tennis,"Mens Singles,Mens Team",1995-09-10,Korea,Korea,Armed forces athlete,2,1,29,,Table Tennis,0,1,Racket Sports,,,,,,,,,
214,1536214,True,ALAMIAN Nima,Male,IR Iran,IR Iran,,,Table Tennis,Mens Singles,1992-12-24,IR Iran,,Athlete,1,1,31,,Table Tennis,0,0,Racket Sports,,,,,,,,,
215,1536215,True,ALAMIYAN Noshad,Male,IR Iran,IR Iran,,,Table Tennis,Mens Singles,1991-11-21,IR Iran,,,1,1,33,,Table Tennis,0,0,Racket Sports,,,,,,,,,
216,1536624,True,SHAHSAVARI Neda,Female,IR Iran,IR Iran,,,Table Tennis,Womens Singles,1986-09-21,IR Iran,,Athlete,1,1,38,,Table Tennis,0,0,Racket Sports,,,,,,,,,
217,1936413,True,CHO Daeseong,Male,Korea,Korea,,,Table Tennis,"Mens Singles,Mens Team",2002-10-13,,,Athlete,2,1,22,,Table Tennis,0,0,Racket Sports,,,,,,,,,
218,1980141,True,PYON Song Gyong,Female,DPR Korea,DPR Korea,,,Table Tennis,Womens Singles,2001-06-24,,,Athlete,1,1,23,,Table Tennis,0,0,Racket Sports,,,,,,,,,
219,1568748,True,VALODZKA Siuzanna,Female,AIN,Belarus,,,Weightlifting,Womens 71kg,2000-08-17,Belarus,,Athlete,1,1,24,,Weightlifting,0,0,Strength & Power Sports,,,,,,,,,
220,1894411,True,KIM Suhyeon,Female,Korea,Korea,,,Weightlifting,Womens 81kg,1995-02-06,Korea,Korea,Athlete,1,1,29,,Weightlifting,0,0,Strength & Power Sports,,,,,,,,,
221,1894419,True,YU Dongju,Male,Korea,Korea,,,Weightlifting,Mens 89kg,1993-08-19,Korea,,Athlete,1,1,31,,Weightlifting,0,0,Strength & Power Sports,,,,,,,,,
222,1894580,True,MORA ROMERO Ramiro,Male,EOR,Cuba,,,Weightlifting,Mens 102kg,1997-09-29,Cuba,Great Britain,Athlete,1,1,27,,Weightlifting,0,0,Strength & Power Sports,,,,,,,,,
223,1894405,True,BAK Joohyo,Male,Korea,Korea,,,Weightlifting,Mens 73kg,1997-06-29,,,"Athlete, singer",1,1,27,,Weightlifting,0,1,Strength & Power Sports,,,,,,,,,
224,1894407,True,JANG Yeonhak,Male,Korea,Korea,,,Weightlifting,Mens 102kg,1997-02-14,,,Athlete,1,1,27,,Weightlifting,0,0,Strength & Power Sports,,,,,,,,,
225,1536961,True,DAVOUDI Ali,Male,IR Iran,IR Iran,,,Weightlifting,Mens+102kg,1999-03-22,IR Iran,IR Iran,Athlete,1,1,25,,Weightlifting,0,0,Strength & Power Sports,,,,,,,,,
226,1536971,True,JAVADI ALIABADI Mir Mostafa,Male,IR Iran,IR Iran,,,Weightlifting,Mens 89kg,2000-06-22,,,Athlete,1,1,24,,Weightlifting,0,0,Strength & Power Sports,,,,,,,,,
227,1786884,True,JUN Woongtae,Male,Korea,Korea,,,Modern Pentathlon,Mens Individual,1995-08-01,Korea,Korea,Athlete,1,1,29,,Modern Pentathlon,0,0,Equestrian Sports,,,,,,,,,
228,1786890,True,KIM Sunwoo,Female,Korea,Korea,,,Modern Pentathlon,Womens Individual,1996-10-07,Korea,,,1,1,28,,Modern Pentathlon,0,0,Equestrian Sports,,,,,,,,,
229,1786899,True,SEO Changwan,Male,Korea,Korea,,,Modern Pentathlon,Mens Individual,1997-03-14,Korea,,Athlete,1,1,27,,Modern Pentathlon,0,0,Equestrian Sports,,,,,,,,,
230,1540695,True,HOWELL Shanayah,Female,Aruba,Netherlands,,,Cycling BMX Racing,Women,1999-04-07,Aruba,Aruba,Athlete,1,1,25,ABW,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
231,1540692,True,WESTERA Ethan,Male,Aruba,Netherlands,,,Sailing,Mens Windsurfing,1997-10-03,Aruba,Aruba,"Athlete, works for the family business - Arbua Watersports Center",1,1,27,ABW,Sailing,0,1,Strength & Power Sports,,,,,,,,,
232,1540693,True,van AANHOLT Just,Male,Aruba,Netherlands,,,Sailing,Mens Dinghy,1995-11-24,Netherlands Antilles,Netherlands,Athlete,1,1,29,ABW,Sailing,0,0,Strength & Power Sports,,,,,,,,,
233,1540691,True,SCHREUDERS Mikel,Male,Aruba,Netherlands,,,Swimming,"Mens 100m Freestyle,Mens 50m Freestyle",1998-09-21,Aruba,France,Athlete,2,1,26,ABW,Aquatics,0,0,Aquatic Sports,,,,,,,,,
234,1540694,True,ELHAGE Phili,Male,Aruba,Netherlands,,,Shooting,10m Air Pistol Men,1982-04-11,Curaçao,Curaçao,Works for the school board in Curacao,1,1,42,ABW,Shooting,0,1,Precision Sports,,,,,,,,,
235,1918295,True,FAIZAD Mohammad Samim,Male,Afghanistan,Afghanistan,,,Judo,Men - 81kg,2002-08-07,Afghanistan,Afghanistan,,1,1,22,AFG,Judo,0,0,Combat Sports,,,,,,,,,
236,1556072,True,HASHIMI Fariba,Female,Afghanistan,Afghanistan,,,Cycling Road,Womens Road Race,2003-04-22,Afghanistan,,Athlete,1,1,21,AFG,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
237,1560705,True,HASHIMI Yulduz,Female,Afghanistan,Afghanistan,,,Cycling Road,"Womens Road Race,Womens Individual Time Trial",2000-07-08,Afghanistan,,Athlete,2,1,24,AFG,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
238,1556089,True,ANWARI Fahim,Male,Afghanistan,Afghanistan,,,Swimming,Mens 50m Freestyle,1999-05-05,Afghanistan,Germany,Athlete,1,1,25,AFG,Aquatics,0,0,Aquatic Sports,,,,,,,,,
239,1556074,True,YOUSOFI Kimia,Female,Afghanistan,Afghanistan,163.0,,Athletics,Womens 100m,1996-05-20,IR Iran,Australia,Athlete,1,1,28,AFG,Athletics,0,0,Athletics,,,,,,,,,
240,1543197,True,NOOR ZAHI Sha Mahmood,Male,Afghanistan,Afghanistan,179.0,,Athletics,Mens 100m,1991-03-21,,IR Iran,,1,1,33,AFG,Athletics,0,0,Athletics,,,,,,,,,
241,1966024,True,PEDRO Edmilson,Male,Angola,Angola,,,Judo,Men - 66kg,1997-05-23,Angola,Angola,,1,1,27,AGO,Judo,0,0,Combat Sports,,,,,,,,,
242,1896966,True,MATIAS Andre,Male,Angola,Angola,,,Rowing,Mens Single Sculls,1989-06-22,Angola,United States,"Athlete, immigration lawyer",1,1,35,AGO,Rowing,0,1,Water-Based Sports,,,,,,,,,
243,1880547,True,PAULO Manuela,Female,Angola,Angola,,,Sailing,Mixed Dinghy,2001-08-04,Angola,Angola,,1,1,23,AGO,Sailing,0,0,Strength & Power Sports,,,,,,,,,
244,1880556,True,MONTINHO Matias,Male,Angola,Angola,,,Sailing,Mixed Dinghy,1990-07-15,Angola,Angola,"Athlete, sailing coach at the Clube Náutico da Ilha de Luanda (ANG)",1,1,34,AGO,Sailing,0,1,Strength & Power Sports,,,,,,,,,
245,1917777,True,ANDRE Filipe,Male,Angola,Angola,,,Sailing,Mens Dinghy,1998-05-25,Angola,Angola,,1,1,26,AGO,Sailing,0,0,Strength & Power Sports,,,,,,,,,
246,1905185,True,LIMA Lia,Female,Angola,Angola,,,Swimming,Womens 200m Butterfly,2001-09-09,,,Athlete,1,1,23,AGO,Aquatics,0,0,Aquatic Sports,,,,,,,,,
247,1905284,True,MASCARENHAS Henrique,Male,Angola,Angola,,,Swimming,Mens 100m Freestyle,2001-06-21,,,Athlete,1,1,23,AGO,Aquatics,0,0,Aquatic Sports,,,,,,,,,
248,1896956,True,ANTONIO Manuel,Male,Angola,Angola,,,Canoe Sprint,Mens Canoe Double 500m,2000-12-13,,,Athlete,1,1,23,AGO,Canoeing,0,0,Water-Based Sports,,,,,,,,,
249,1896963,True,SANDA Benilson,Male,Angola,Angola,,,Canoe Sprint,"Mens Canoe Single 1000m,Mens Canoe Double 500m",2000-11-19,,,,2,1,24,AGO,Canoeing,0,0,Water-Based Sports,,,,,,,,,
